upc,asin,cost,marketplace,group,title,author,img,rank,status,msg,oversize,weight,new-fba-offers,used-fba-offers,collectible-fba-offers,total-fba-offers,new-offers,used-offers,collectible-offers,total-offers,amazon_price,lowFBA,low-new-FBA,low-used-FBA,low-collectible-FBA,lowMFN,low-new-MFN,low-used-MFN,low-collectible-MFN,net_payout,margin_impact,margin_percent,profit_percent
838766005201,B007A4WFWU,$55.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Chocolate Large Tub30.9 oz,,http://ecx.images-amazon.com/images/I/41-QfNoBM5L.jpg,"2,055",accept,,no,2,4,0,0,4,8,0,0,8,$54.99 ,$59.99 ,$59.99 ,,,$54.99 ,$54.99 ,,,($13.10),$42.89 ,-30.54%,-23.40%
838766005218,B007A4WG3S,$55.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Berry Large Tub 30oz,,http://ecx.images-amazon.com/images/I/41HRLUpog6L.jpg,"12,005",accept,,no,2,4,0,0,4,6,0,0,6,,$55.99 ,$55.99 ,,,$54.94 ,$54.94 ,,,($12.24),$43.75 ,-27.98%,-21.86%
838766005218,B00NJE670G,$55.99 ,US,Sports,Vega Nutritional Shake Berry 30oz - Men's,,http://ecx.images-amazon.com/images/I/41Gn9MU%2BtlL.jpg,"361,040",accept,,no,2,0,0,0,0,2,0,0,2,,,,,,$54.99 ,$54.99 ,,,($13.09),$42.90 ,-30.51%,-23.38%
838766005225,B0079BZCVU,$55.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Natural Large Tub 30.4oz,,http://ecx.images-amazon.com/images/I/41jN7X2pypL.jpg,"6,461",accept,,no,2,3,0,0,3,3,0,0,3,$54.99 ,$59.99 ,$59.99 ,,,,,,,($13.09),$42.90 ,-30.51%,-23.38%
838766005225,B00NJE8OKW,$55.99 ,US,Health and Beauty,Vega Nutritional Shake Natural 30oz - Men's,,http://ecx.images-amazon.com/images/I/41Mwh5EU45L.jpg,"321,531",accept,,no,2.25,0,0,0,0,3,0,0,3,,,,,,$57.98 ,$57.98 ,,,($10.55),$45.44 ,-23.22%,-18.84%
838766005232,B0079BZDK0,$55.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Vanilla Chai Large Tub 30.8oz,,http://ecx.images-amazon.com/images/I/41cx2VuiLoL.jpg,"4,523",accept,,no,2,2,0,0,2,10,0,0,10,$54.99 ,$59.99 ,$59.99 ,,,$54.98 ,$54.98 ,,,($13.09),$42.90 ,-30.51%,-23.38%
838766005232,B00HQZ02VE,$55.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake - Vanilla Chai SeQuel 30.8 oz Powder,,http://ecx.images-amazon.com/images/I/41tHcBfJmjL.jpg,"158,958",accept,,no,0,0,0,0,0,2,0,0,2,,,,,,$56.99 ,$56.99 ,,,($10.03),$45.96 ,-21.82%,-17.91%
838766005249,B0096DZ5B6,$55.99 ,US,Health and Beauty,Vega One Shake French Vanilla 30 oz,,http://ecx.images-amazon.com/images/I/41AMmMy8-JL.jpg,"74,451",accept,,no,2.25,0,0,0,0,3,0,0,3,,,,,,$60.94 ,$60.94 ,,,($9.20),$46.79 ,-19.66%,-16.43%
838766005249,B00AETJ18O,$55.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake French Vanilla Large Tub 30oz,,http://ecx.images-amazon.com/images/I/41qbJjxjR5L.jpg,"1,591",accept,,no,1.82,3,0,0,3,6,0,0,6,$54.99 ,$59.99 ,$59.99 ,,,$64.99 ,$64.99 ,,,($13.09),$42.90 ,-30.51%,-23.38%
838766005256,B007ARW446,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Chocolate Small Tub 16 oz,,http://ecx.images-amazon.com/images/I/413Xs3jnG6L.jpg,"13,691",accept,,no,1,1,0,0,1,2,0,0,2,$32.99 ,,,,,$33.98 ,$33.98 ,,,($7.36),$24.63 ,-29.88%,-23.01%
838766005256,B00HQQBQNG,$31.99 ,US,Health and Beauty,Vega Nutritional Shake Chocolate 15oz,,http://ecx.images-amazon.com/images/I/41o81Rai-fL.jpg,"200,243",accept,,no,0,0,0,0,0,1,0,0,1,,,,,,$62.73 ,$62.73 ,,,$17.91 ,$49.90 ,35.89%,55.99%
838766005256,B00NGAOAV6,$31.99 ,US,Health and Beauty,Vega Nutritional Shake Chocolate 15oz - Men's,,http://ecx.images-amazon.com/images/I/41iaiW30g3L.jpg,"732,891",accept,,no,1.2,0,0,0,0,2,0,0,2,,,,,,$35.94 ,$35.94 ,,,($4.81),$27.18 ,-17.70%,-15.04%
838766005263,B007ARW3VK,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Berry Small Tub 15oz,,http://ecx.images-amazon.com/images/I/415VQkrnR2L.jpg,"34,176",accept,,no,1,1,0,0,1,3,0,0,3,$29.99 ,,,,,$35.94 ,$35.94 ,,,($9.92),$22.07 ,-44.95%,-31.01%
838766005270,B007ARW496,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Natural Small Tub 15.2oz,,http://ecx.images-amazon.com/images/I/41UfHKflYTL.jpg,"25,491",accept,,no,1,1,0,0,1,2,0,0,2,$32.99 ,,,,,$35.94 ,$35.94 ,,,($7.36),$24.63 ,-29.88%,-23.01%
838766005287,B007ARW4DC,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Vanilla Chai Small Tub 15.4oz,,http://ecx.images-amazon.com/images/I/41cnFfgugPL.jpg,"17,064",accept,,no,1,1,0,0,1,4,0,0,4,$32.99 ,,,,,$32.99 ,$32.99 ,,,($7.37),$24.62 ,-29.94%,-23.04%
838766005294,B0096DZZF2,$31.99 ,US,Health and Beauty,Vega One - All-in-One Nutritional Shake-French Vanilla SeQuel 15oz.Powder,,http://ecx.images-amazon.com/images/I/412v3NohuaL.jpg,"178,699",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766005294,B00CQ7RLUW,$31.99 ,US,Health and Beauty,Vega One All-In-One Nutritional Shake French Vanilla Small Tub 15 oz,,http://ecx.images-amazon.com/images/I/417tRHf3P%2BL.jpg,"17,248",accept,,no,0.91,1,0,0,1,1,0,0,1,$29.99 ,,,,,,,,,($9.91),$22.08 ,-44.88%,-30.98%
838766005300,B007A4WGTW,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Chocolate 10 Count,,http://ecx.images-amazon.com/images/I/41QLdaBVLzL.jpg,"28,962",accept,,no,0.1,2,0,0,2,5,0,0,5,$29.99 ,,,,,$29.03 ,$29.03 ,,,($9.90),$22.09 ,-44.82%,-30.95%
838766005317,B007G480SM,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Berry 10 Count,,http://ecx.images-amazon.com/images/I/41cIlrTbfJL.jpg,"145,184",accept,,no,1,1,2,0,3,3,2,0,5,$29.99 ,$17.23 ,,$17.23 ,,$32.98 ,$32.98 ,,,($9.92),$22.07 ,-44.95%,-31.01%
838766005324,B007A4WHCI,$31.99 ,US,Health and Beauty,Vega - Vega One All-In-One Shake - Natural 10 pack,,http://ecx.images-amazon.com/images/I/41EDQwkSH-L.jpg,"704,108",accept,,no,0.99,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766005324,B007G43BV8,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Natural 10 Count,,http://ecx.images-amazon.com/images/I/417wP3cqNAL.jpg,"75,442",accept,,no,0,2,0,0,2,3,0,0,3,,$25.26 ,$25.26 ,,,$35.94 ,$35.94 ,,,($13.93),$18.06 ,-77.13%,-43.54%
838766005331,B007G43D52,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake Vanilla Chai 10 Count,,http://ecx.images-amazon.com/images/I/41gUNvdrrLL.jpg,"59,727",accept,,no,0.1,1,0,0,1,4,0,0,4,$29.99 ,,,,,$29.00 ,$29.00 ,,,($9.92),$22.07 ,-44.95%,-31.01%
838766005348,B009SRYRMS,$31.99 ,US,Health and Beauty,Vega One All-in-One Nutritional Shake French Vanilla 10 Count,,http://ecx.images-amazon.com/images/I/411duQse50L.jpg,"28,298",accept,,no,0.09,1,1,0,2,3,1,0,4,$29.99 ,$27.66 ,,$27.66 ,,$32.98 ,$32.98 ,,,($9.91),$22.08 ,-44.88%,-30.98%
838766005355,B007JNVL2W,$3.19 ,US,Health and Beauty,Vega One All-In-One Nutritional Shake Chocolate Single Packet,,http://ecx.images-amazon.com/images/I/41%2B7mESPXEL.jpg,"414,103",accept,,no,0.05,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766005362,B007JNUVYG,$3.19 ,US,Health and Beauty,Vega One All-In-One Nutritional Shake Berry Single Packet,,http://ecx.images-amazon.com/images/I/31l3pMHraML.jpg,"530,524",accept,,no,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766005379,B007OM2DP2,$3.19 ,US,Health and Beauty,Vega One  All-in-one Nutritional Shake - Snack Pack - Natural  Dairy Gluten Soy Free No Sugar Added,,http://ecx.images-amazon.com/images/I/41o1cORDhjL.jpg,"663,804",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766005386,B007JNUSAS,$3.19 ,US,Health and Beauty,Vega One All-In-One Nutritional Shake Vanilla Chai Single Packet,,http://ecx.images-amazon.com/images/I/515%2BPh0ePGL.jpg,"412,885",accept,,no,0.2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766005393,B00HUZ326M,$3.19 ,US,Health and Beauty,Vega One: All-in-One Nutritional Shake (1.3oz Single) French Vanilla,,http://ecx.images-amazon.com/images/I/31psbdq4fRL.jpg,,accept,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
0,B0001IMAB8,,US,Music,Love EP,AMK Kelvin Kwan Anson Mak Hui Wai Sum Thomas Tang,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm.gif,"2,454,374",accept,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
0,B0002EP31K,,US,Music,Olympia 71 (Import),Michel Sardou,http://ecx.images-amazon.com/images/I/41B55FEQ3FL.jpg,"2,460,889",accept,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
0,B0002H7GXU,,US,Music,Boston Harbor Disp2-accent Solar Accent Display Module,59 Times the Pain,http://ecx.images-amazon.com/images/I/41veilGASSL.jpg,"2,421,626",accept,,,,0,0,0,0,1,1,0,2,,,,,,$13.37 ,$13.38 ,$13.37 ,,,,,
0,B0002HNLGG,,US,Music,Shrewd - A Compilation of NZ Women's Music,Various,http://ecx.images-amazon.com/images/I/4133E9GKBEL.jpg,"2,457,292",accept,,,,0,0,0,0,3,0,0,3,,,,,,$21.97 ,$21.97 ,,,,,,
0,B000E47NIY,,US,Toy,Animal Friends Puzzle,,http://ecx.images-amazon.com/images/I/41bBGWVicFL.jpg,"1,954,331",accept,,no,0,0,0,0,0,8,0,0,8,,,,,,$123.75 ,$123.75 ,,,$102.71 ,$102.71 ,,
0,B000E47NJS,,US,Toy,Make Your Own Doggie Treats,,http://ecx.images-amazon.com/images/I/41mQqvFQoZL.jpg,,accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766006031,B007XA47SG,$15.99 ,US,Health and Beauty,Vega Protein Smoothie Choc-a-lot Pouch9.2 OZ./260g,,http://ecx.images-amazon.com/images/I/41UAhczyBAL.jpg,"5,521",accept,,no,0.56,1,1,0,2,8,1,0,9,$14.54 ,$13.73 ,,$13.73 ,,$15.99 ,$15.99 ,,,($6.23),$9.76 ,-63.83%,-38.96%
838766006109,B00F2J8JCK,$15.99 ,US,Health and Beauty,Vega Energizing Smoothie Drink Mix,,http://ecx.images-amazon.com/images/I/31myYRQrhyL.jpg,"448,174",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766006116,B007Y94Q6O,$15.99 ,US,Health and Beauty,Vega Protein Smoothie Bodacious Berry Pouch 9.2oz,,http://ecx.images-amazon.com/images/I/51-Dz-Z9DOL.jpg,"17,506",accept,,no,0.56,2,0,0,2,10,0,0,10,$15.99 ,,,,,$15.99 ,$15.99 ,,,($4.99),$11.00 ,-45.36%,-31.21%
838766006123,B007Y94PQ0,$15.99 ,US,Health and Beauty,Vega Protein Smoothie 8.9 oz Pouch Natural,,http://ecx.images-amazon.com/images/I/51G5X4u9MXL.jpg,"41,527",accept,,no,0,2,0,0,2,5,0,0,5,$16.79 ,$19.99 ,$19.99 ,,,$19.48 ,$19.48 ,,,($4.31),$11.68 ,-36.90%,-26.95%
838766006130,B007Y94Q1E,$15.99 ,US,Health and Beauty,Vega Protein Smoothie Tropical Tango Pouch 9 oz.,,http://ecx.images-amazon.com/images/I/41J8vZRxHgL.jpg,"27,593",accept,,no,0.56,2,0,0,2,9,0,0,9,$16.03 ,$19.99 ,$19.99 ,,,$15.98 ,$15.98 ,,,($4.95),$11.04 ,-44.84%,-30.96%
838766006147,B007XA47FY,$15.99 ,US,Health and Beauty,Vega Protein Smoothie Vanilla Pouch,,http://ecx.images-amazon.com/images/I/416XQ3uLh5L.jpg,"7,000",accept,,no,0.56,2,0,0,2,8,0,0,8,$17.55 ,$19.99 ,$19.99 ,,,$15.99 ,$15.99 ,,,($3.66),$12.33 ,-29.68%,-22.89%
838766006208,B007Y8WN5G,$19.19 ,US,Health and Beauty,Vega Protein Smoothie Choc-a-lot 12 Pack,,http://ecx.images-amazon.com/images/I/41v1gbyU5RL.jpg,"18,859",accept,,no,0.56,2,0,0,2,8,0,0,8,$18.99 ,$24.99 ,$24.99 ,,,$19.19 ,$19.19 ,,,($6.47),$12.72 ,-50.86%,-33.72%
838766006215,,$19.19 ,US,,,,,,abort,"Your search for ""838766006215"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766006222,B007Y94UNI,$19.19 ,US,Health and Beauty,Vega Protein Smoothie Natural 12 Count,,http://ecx.images-amazon.com/images/I/5112p6MD9qL.jpg,"123,286",accept,,no,0.56,3,0,0,3,7,0,0,7,,$16.99 ,$16.99 ,,,$17.99 ,$17.99 ,,,($8.17),$11.02 ,-74.14%,-42.57%
838766006239,B007XA48ZI,$19.19 ,US,Health and Beauty,Vega Protein Smoothie Tropical Tango 12 Count,,http://ecx.images-amazon.com/images/I/516FzsaJbNL.jpg,"37,074",accept,,no,0.56,3,0,0,3,10,0,0,10,,$16.99 ,$16.99 ,,,$18.98 ,$18.98 ,,,($8.17),$11.02 ,-74.14%,-42.57%
838766006246,B007XA48Q2,$19.19 ,US,Health and Beauty,Vega Protein Smoothie Vanilla 12 Count,,http://ecx.images-amazon.com/images/I/411tapmudOL.jpg,"18,062",accept,,no,0,3,1,0,4,9,1,0,10,$18.99 ,$17.37 ,$18.40 ,$17.37 ,,$19.19 ,$19.19 ,,,($5.68),$13.51 ,-42.04%,-29.60%
838766006031,B007XA47SG,$1.59 ,US,Health and Beauty,Vega Protein Smoothie Choc-a-lot Pouch9.2 OZ./260g,,http://ecx.images-amazon.com/images/I/41UAhczyBAL.jpg,"5,521",accept,,no,0.56,1,1,0,2,8,1,0,9,$14.54 ,$13.73 ,,$13.73 ,,$15.99 ,$15.99 ,,,$8.17 ,$9.76 ,83.71%,513.84%
838766006031,B008JEIHYA,$1.59 ,US,Health and Beauty,Vega Energizing Smoothie Choc-A-Lot Single Serving,,http://ecx.images-amazon.com/images/I/51-d05vHXYL.jpg,"799,100",accept,,no,0.04,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766006048,,$1.59 ,US,,,,,,abort,"Your search for ""838766006048"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766006055,B00DE1LGGY,$1.59 ,US,Single Detail Page Misc,Vega Energizing Smoothie - Natural 22.2g,,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm.gif,,accept,,no,2.3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766006062,,$1.59 ,US,,,,,,abort,"Your search for ""838766006062"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766006079,,$1.59 ,US,,,,,,abort,"Your search for ""838766006079"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080338,B00MA7SKG2,$38.22 ,US,Health and Beauty,Vega - Vega One Chocolate Coconut Cashew 12 bars,,http://ecx.images-amazon.com/images/I/31a2RIHRgZL.jpg,,accept,,no,0,0,0,0,0,1,0,0,1,,,,,,$55.00 ,$55.00 ,,,$6.05 ,$44.27 ,13.67%,15.83%
838766080338,B00NK6I256,$38.22 ,US,Health and Beauty,Vega OneBar Chocolate Coconut Cashew One Size - Men's,,http://ecx.images-amazon.com/images/I/51B47aOXllL.jpg,"86,973",accept,,no,0.3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080338,B00O951CY0,$38.22 ,US,Health and Beauty,Vega One All-in-One Meal Bar Chocolate Coconut Cashew 12 Count  Pack of 4,,http://ecx.images-amazon.com/images/I/41tHELHzGzL.jpg,"128,821",accept,,no,2.71,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080345,B00NBZAVTG,$38.22 ,US,Health and Beauty,Vega - Vega One Chocolate Peanut Butter 12 bars,,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm.gif,,accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080345,B00NFCN95I,$38.22 ,US,Health and Beauty,Vega One All-In-One Meal Bars-Chocolate Peanut Butter Box SeQuel 12(2.26oz) Box,,http://ecx.images-amazon.com/images/I/41WomtRNWhL.jpg,"181,552",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080345,B00NK6KUNS,$38.22 ,US,Health and Beauty,Vega OneBar Chocolate Peanut Butter2.26 oz each-12 count,,http://ecx.images-amazon.com/images/I/51oRqNWn5IL.jpg,"207,996",accept,,no,1.75,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080352,B00IZO6MYG,$38.22 ,US,Grocery,Vega One Plant Based Meal Bar 12 Count Chocolate Cherry Almond,,http://ecx.images-amazon.com/images/I/41Hvx99UsWL.jpg,,accept,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080352,B00MA80F1Y,$38.22 ,US,Health and Beauty,Vega - VEGA ONE - Chocolate Cherry Almond 12 bars,,http://ecx.images-amazon.com/images/I/31NbFG2JD0L.jpg,,accept,,no,1.85,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080352,B00NK6GRKI,$38.22 ,US,Health and Beauty,Vega OneBar Chocolate Cherry Almond One Size - Men's,,http://ecx.images-amazon.com/images/I/51fs0B4A81L.jpg,"78,729",accept,,no,1.75,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080307,,$3.19 ,US,,,,,,abort,"Your search for ""838766080307"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080314,,$3.19 ,US,,,,,,abort,"Your search for ""838766080314"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080321,B00IZO6JZ8,$3.19 ,US,Health and Beauty,Vega - Vega One All-In-One Meal Bar Chocolate Cherry Almond - 2.26 oz.,,http://ecx.images-amazon.com/images/I/315Iau0L1cL.jpg,"749,158",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080321,B00O956JXO,$3.19 ,US,Health and Beauty,Vega One All-in-One Meal Bar Chocolate Cherry Almond 12 Count,,http://ecx.images-amazon.com/images/I/41Hvx99UsWL.jpg,"219,289",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080062,B00IZO6CUA,$23.83 ,US,Health and Beauty,Vega Snack Bar Chocolate Nuts & Sea Salt 12 Count,,http://ecx.images-amazon.com/images/I/511OyIsBOAL.jpg,"163,385",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080062,B00NK5F57K,$23.83 ,US,Health and Beauty,Vega Snack Bar Dark Chocolate Mixed Nuts & Sea Salt-Box SeQuel 12 Box,,http://ecx.images-amazon.com/images/I/41Bb1OhjbOL.jpg,"231,623",accept,,no,0,0,0,0,0,2,0,0,2,,,,,,$28.60 ,$28.60 ,,,($2.00),$21.83 ,-9.16%,-8.39%
838766080079,B00IZO6DT0,$23.83 ,US,Health and Beauty,Vega Snack Bar Chocolate Peanut Butter 1.48 oz 12 Count,,http://ecx.images-amazon.com/images/I/51cyi3RDUEL.jpg,"167,397",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080079,B00NK5NHUM,$23.83 ,US,Health and Beauty,Vega Snack Bar Chocolate Peanut Butter Cup-Box SeQuel 12(1.48oz) Box,,http://ecx.images-amazon.com/images/I/511cbahckyL.jpg,"316,316",accept,,no,0.2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080086,B00IZO6EQ2,$23.83 ,US,Health and Beauty,Vega Snack Bar Coconut Cashew 12 Count,,http://ecx.images-amazon.com/images/I/51e-OEo8QtL.jpg,"59,962",accept,,no,0,2,0,0,2,4,0,0,4,,$20.00 ,$20.00 ,,,$35.06 ,$35.06 ,,,($10.24),$13.59 ,-75.35%,-42.97%
838766080086,B00NK5PG06,$23.83 ,US,Health and Beauty,Vega Snack Bar Coconut Cashew-Box SeQuel 12(1.48oz) Box,,http://ecx.images-amazon.com/images/I/51yeo4fQrkL.jpg,"347,639",accept,,no,0.2,0,0,0,0,3,0,0,3,,,,,,$28.74 ,$28.74 ,,,($2.81),$21.02 ,-13.37%,-11.79%
838766080093,B00IZO6FL6,$23.83 ,US,Health and Beauty,Vega Snack Bar Cranberry Almond 12 Count,,http://ecx.images-amazon.com/images/I/51pXpHPdrIL.jpg,"68,979",accept,,no,1.25,2,0,0,2,3,0,0,3,,$22.99 ,$22.99 ,,,$38.74 ,$38.74 ,,,($7.69),$16.14 ,-47.65%,-32.27%
838766080093,B00NK5UK3E,$23.83 ,US,Health and Beauty,Vega Snack Bar Cranberry Almond Box SeQuel 12(1.48oz) Box,,http://ecx.images-amazon.com/images/I/51GhqmWAbQL.jpg,"480,213",accept,,no,0.2,0,0,0,0,3,0,0,3,,,,,,$28.74 ,$28.74 ,,,($2.82),$21.01 ,-13.42%,-11.83%
838766080109,B00IZO6GC4,$23.83 ,US,Health and Beauty,Vega Snack Bar Chocolate Cashew Cherry 12 Count,,http://ecx.images-amazon.com/images/I/51LRMKshsCL.jpg,"47,796",accept,,no,1.3,2,0,0,2,3,0,0,3,$27.29 ,$26.33 ,$26.33 ,,,$38.74 ,$38.74 ,,,($4.04),$19.79 ,-20.41%,-16.95%
838766080109,B00NK5E602,$23.83 ,US,Health and Beauty,Vega Snack Bar Dark Chocolate Cashew Cherry Box SeQuel 12(1.48oz) Box,,http://ecx.images-amazon.com/images/I/31oTU5VTviL.jpg,"73,789",accept,,no,0.2,0,0,0,0,2,0,0,2,,,,,,$29.78 ,$29.78 ,,,($1.93),$21.90 ,-8.81%,-8.10%
838766080000,B00IZO68FY,$1.99 ,US,Health and Beauty,Vega - Snack Bar Dark Chocolate Mixed Nuts & Sea Salt - 1.48 oz.,,http://ecx.images-amazon.com/images/I/41W9POeAEOL.jpg,"587,791",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080017,,$1.99 ,US,,,,,,abort,"Your search for ""838766080017"" did not match any products.",,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080024,B00IZO6AH0,$1.99 ,US,Health and Beauty,Vega SnackBar Cashew Coconut,,http://ecx.images-amazon.com/images/I/41mFYA-epGL.jpg,,accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080031,B00IZO6BCY,$1.99 ,US,Health and Beauty,Vega - Snack Bar Cranberry Almond - 1.48 oz.,,http://ecx.images-amazon.com/images/I/41Rf-XxxCYL.jpg,"1,050,896",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766080048,B00IZO6C9G,$1.99 ,US,Health and Beauty,Vega - Snack Bar Dark Chocolate Cashew Cherry - 1.48 oz.,,http://ecx.images-amazon.com/images/I/41l-hF9YrUL.jpg,"884,436",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766007052,B005MJCL2O,$39.99 ,US,Health and Beauty,Vega Sport Pre-Workout Energizer Lemon Lime 19 oz. Tub,,http://ecx.images-amazon.com/images/I/41eFc1qYA2L.jpg,"4,097",accept,,no,1.4,6,0,0,6,13,0,0,13,,$33.01 ,$33.01 ,,,$39.99 ,$39.99 ,,,($15.32),$24.67 ,-62.10%,-38.31%
838766007069,B005MJCLMY,$39.99 ,US,Health and Beauty,Vega Sport Pre-Workout Energizer Acai Berry Tub 19oz,,http://ecx.images-amazon.com/images/I/41sLIUoX6BL.jpg,"5,142",accept,,no,1.19,4,0,0,4,10,0,0,10,,$39.99 ,$39.99 ,,,$42.98 ,$42.98 ,,,($9.39),$30.60 ,-30.69%,-23.48%
838766007069,B00FX7B0I6,$39.99 ,US,Health and Beauty,Vega Sport Pre-Workout Energizer Acai Berry - 19 oz - Powder,,http://ecx.images-amazon.com/images/I/41G7tNCWPWL.jpg,"298,459",accept,,no,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766007151,B006G5D4TM,$23.99 ,US,Health and Beauty,Vega Sport Pre-Workout Energizer Lemon Lime 12 Count,,http://ecx.images-amazon.com/images/I/41cJf9m4evL.jpg,"61,242",accept,,no,0.6,3,0,0,3,9,0,0,9,,$18.00 ,$18.00 ,,,$17.34 ,$17.34 ,,,($11.29),$12.70 ,-88.90%,-47.06%
838766007168,B005SYR7M2,$23.99 ,US,Health and Beauty,Vega Sport Pre-Workout Energizer Acai Berry 12 Count,,http://ecx.images-amazon.com/images/I/41Iqa7zeO7L.jpg,"71,032",accept,,no,0.6,3,0,0,3,10,0,0,10,,$19.99 ,$19.99 ,,,$19.84 ,$19.84 ,,,($9.64),$14.35 ,-67.18%,-40.18%
838766007250,B00654O0BU,$1.99 ,US,Health and Beauty,Vega Sport - Prepare (Lemon Lime),,http://ecx.images-amazon.com/images/I/41aaY5jMmPL.jpg,"662,878",accept,,no,0.05,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766007250,B007J5OHQM,$1.99 ,US,Health and Beauty,Vega Sport Pre-workout Energizer Single 3 PAK - Lemon Lime 18g/0.6oz Pouche (Dairy Gluten & Soy Free)  Natural Plant-based,,http://ecx.images-amazon.com/images/I/41d%2BtqmOHNL.jpg,"756,923",accept,,no,0.15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766007267,B005WCK3KS,$1.99 ,US,Health and Beauty,Vega Sport - Prepare (Acai Berry),,http://ecx.images-amazon.com/images/I/41jA7q2zTWL.jpg,"567,048",accept,,no,0.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766007267,B007J5MY8U,$1.99 ,US,Health and Beauty,Vega Sport Pre-workout Energizer Single 3 PAK - Acai Berry 18g/0.06oz Pouche (Dairy Gluten & Soy Free)  Natural Plant-based,,http://ecx.images-amazon.com/images/I/410hIbpGF9L.jpg,"706,540",accept,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
838766007076,B00DYPMIXU,$39.99 ,US,Health and Beauty,Vega Sport Sugar-Free Energizer Lemon Lime 4.8 oz. Tub,,http://ecx.images-amazon.com/images/I/41qZ%2B7lsLBL.jpg,"24,701",accept,,no,0,4,0,0,4,10,0,0,10,$26.41 ,$44.99 ,$44.99 ,,,$19.95 ,$19.95 ,,,($20.12),$19.87 ,-101.26%,-50.31%
